Equipment_ID,Sensor_1,Sensor_2,Sensor_3,Environmental_Temperature,Environmental_Humidity,Production_Volume,Operating_Hours,Error_Code,Equipment_Age,Power_Consumption,Voltage_Fluctuations,Current_Fluctuations,Vibration_Analysis,Temperature_Gradients,Pressure_Levels,Failure_Maintenance_Indicator
51,27.47,22.98,0.006,21.7,60,1299,123,1,2,1428,4,4,0.5,19,19,0
667,22.49,26.74,0.001,20.6,42,1373,110,1,3,1561,7,1,0.4,22,23,1
171,22.87,27.81,0.005,23.8,47,1073,246,1,10,1518,5,5,0.5,23,24,0
198,29.77,28.19,0.006,20.9,48,1463,141,1,5,1554,7,1,0.5,21,21,0
525,26.16,22.26,0.008,21.2,43,1211,204,0,6,1426,4,2,0.6,19,24,1
316,26.93,22.43,0.003,21.6,46,1261,219,0,6,1478,8,2,0.6,24,20,1
414,20.94,21.93,0.005,22.5,48,1377,297,0,3,1421,7,5,0.6,20,18,0
459,27.65,25.65,0.002,21.3,58,1080,171,0,2,1551,7,4,0.4,18,23,1
676,26.69,21.63,0.008,22.8,40,1496,197,0,2,1407,7,3,0.5,22,19,0
478,29.0,23.94,0.008,20.2,50,1051,169,1,6,1410,4,1,0.5,22,21,0
54,23.07,25.11,0.006,21.1,48,1499,105,1,10,1401,4,3,0.6,18,20,0
373,24.52,21.26,0.003,23.6,44,1176,197,0,2,1527,7,4,0.6,20,23,1
524,29.64,28.92,0.009,20.7,48,1052,217,1,1,1497,5,3,0.6,24,23,0
151,27.77,23.0,0.01,23.8,52,1277,280,0,6,1413,8,3,0.6,19,19,0
664,29.89,26.99,0.001,23.2,53,1132,263,0,10,1480,6,3,0.6,21,19,0
745,28.87,29.07,0.002,24.6,45,1258,114,0,1,1573,4,5,0.7,23,21,0
448,29.22,23.71,0.002,23.9,54,1156,258,0,4,1443,4,1,0.5,19,21,1
613,21.03,25.23,0.004,21.4,44,1273,191,1,3,1535,4,2,0.5,22,20,0
716,22.3,24.16,0.007,22.6,58,1394,165,1,1,1472,5,4,0.6,20,21,1
927,22.26,26.78,0.005,23.7,59,1029,133,1,2,1482,6,5,0.4,22,20,1
345,26.6,23.8,0.008,21.5,41,1410,141,1,7,1458,3,1,0.6,23,24,0
996,24.24,28.71,0.008,21.8,50,1027,157,0,9,1456,8,4,0.5,18,23,0
840,29.67,29.9,0.004,21.8,53,1493,206,1,9,1440,8,1,0.6,18,20,0
922,21.13,21.41,0.009,23.5,49,1210,280,1,6,1450,7,5,0.4,24,19,1
854,27.64,25.55,0.009,24.5,44,1050,227,0,1,1427,8,5,0.6,20,21,0
312,29.8,27.4,0.007,20.6,40,1260,284,1,3,1536,4,1,0.5,21,18,1
61,26.63,24.91,0.008,20.7,46,1323,250,0,3,1422,5,3,0.6,23,24,0
151,25.2,20.22,0.009,20.7,58,1474,188,1,6,1473,7,5,0.7,18,18,0
704,22.61,20.73,0.005,23.8,51,1188,265,0,5,1456,5,1,0.5,18,23,0
859,29.05,26.88,0.003,20.9,60,1387,131,1,3,1508,4,5,0.5,24,21,0
846,27.43,21.06,0.003,24.7,59,1098,239,1,2,1467,6,4,0.6,19,19,1
297,22.23,23.99,0.002,23.4,52,1136,163,0,8,1499,6,3,0.5,24,18,1
177,24.35,25.62,0.006,20.1,55,1028,143,1,9,1580,8,3,0.7,22,21,0
929,20.6,26.05,0.007,24.6,52,1178,136,0,7,1439,4,3,0.6,24,21,1
226,24.98,23.3,0.006,21.6,43,1480,129,0,2,1544,6,1,0.6,22,19,1
434,29.16,23.07,0.006,21.7,49,1368,288,1,7,1411,3,4,0.6,24,24,1
733,25.52,25.99,0.004,24.1,52,1216,295,0,8,1597,7,2,0.4,19,23,1
875,24.03,29.25,0.007,24.9,56,1034,162,1,8,1553,5,4,0.5,23,21,1
679,26.09,21.58,0.003,20.5,57,1469,200,0,6,1455,5,5,0.5,20,23,1
77,21.01,25.78,0.009,20.1,46,1480,179,0,4,1442,5,2,0.4,23,18,1
913,26.67,24.67,0.005,22.4,46,1487,288,1,3,1468,8,4,0.6,18,21,1
917,25.49,27.52,0.006,24.6,59,1131,280,0,9,1525,5,3,0.6,19,20,0
700,22.82,29.79,0.002,22.1,58,1158,176,1,1,1445,7,4,0.4,21,19,0
298,25.11,23.3,0.001,22.6,49,1433,252,0,4,1456,7,1,0.6,22,24,0
363,20.63,29.69,0.008,22.1,51,1155,226,1,3,1577,3,1,0.5,23,18,0
584,26.74,24.99,0.009,22.8,40,1185,227,0,6,1576,8,1,0.5,23,20,0
342,28.41,27.01,0.005,20.7,44,1028,282,1,8,1413,8,3,0.6,22,20,0
239,24.34,21.49,0.003,21.8,60,1357,268,1,2,1435,6,3,0.4,21,20,1
704,28.22,20.99,0.008,21.7,46,1353,148,1,9,1490,5,5,0.5,19,19,0
401,26.52,27.91,0.005,21.2,56,1092,192,1,6,1598,4,5,0.6,24,23,0
158,22.45,28.72,0.006,22.3,59,1269,280,1,5,1567,8,3,0.5,23,21,1
392,23.11,23.11,0.003,21.4,43,1400,207,1,8,1563,4,4,0.4,19,19,0
961,25.85,20.07,0.006,21.8,59,1102,244,1,10,1513,5,4,0.5,19,21,1
184,23.41,26.3,0.007,22.1,49,1250,249,0,6,1448,5,3,0.6,19,22,1
254,25.77,24.41,0.005,21.0,60,1441,151,1,7,1591,8,3,0.7,24,23,1
941,25.74,20.8,0.005,21.2,53,1484,116,1,1,1554,6,2,0.5,18,23,1
973,20.75,27.06,0.01,23.9,45,1212,295,1,8,1405,3,3,0.5,21,24,1
210,25.61,20.28,0.006,23.8,42,1045,203,1,6,1563,7,5,0.5,20,20,0
943,20.63,26.51,0.005,21.0,46,1467,150,1,2,1466,7,4,0.5,22,24,0
107,25.53,26.82,0.003,23.6,55,1042,111,0,4,1435,6,4,0.7,20,23,0
154,27.96,24.83,0.009,20.6,59,1460,250,0,5,1470,7,3,0.6,22,18,1
309,28.49,29.93,0.004,22.5,53,1233,151,1,2,1472,4,1,0.7,19,21,0
818,21.33,25.48,0.01,20.4,59,1458,245,0,8,1405,4,2,0.6,22,19,1
93,21.16,26.7,0.009,20.6,45,1465,204,0,1,1414,5,1,0.7,18,24,0
592,26.77,27.86,0.002,23.0,58,1331,250,1,4,1515,8,4,0.6,18,24,0
391,28.11,26.46,0.004,20.8,56,1137,144,0,3,1423,6,3,0.6,22,18,0
215,21.11,27.75,0.008,21.8,45,1369,147,1,8,1552,5,4,0.4,19,20,1
232,24.46,29.67,0.009,24.7,49,1305,165,0,2,1460,4,5,0.5,23,18,0
726,24.32,26.57,0.003,24.0,42,1006,150,1,7,1445,3,2,0.4,18,23,0
898,21.67,25.12,0.009,24.0,55,1057,108,1,7,1553,3,3,0.7,19,20,0
4,24.66,24.65,0.01,21.7,41,1273,145,1,3,1420,6,4,0.5,18,23,1
620,24.12,25.33,0.003,21.3,46,1343,168,0,6,1404,5,3,0.7,19,20,0
664,20.01,28.06,0.009,22.3,43,1340,236,0,3,1500,3,3,0.4,21,19,0
555,22.32,23.98,0.009,20.2,43,1399,218,1,8,1524,3,2,0.6,23,20,1
562,25.16,22.22,0.002,20.2,43,1192,140,1,9,1580,4,5,0.6,19,23,0
680,26.9,27.55,0.007,22.8,48,1065,211,0,5,1496,5,3,0.6,21,24,0
239,26.14,29.43,0.005,24.9,40,1113,131,1,8,1546,7,1,0.4,21,21,0
940,28.67,20.28,0.005,24.0,46,1084,211,1,3,1507,8,1,0.5,19,21,0
148,28.31,21.88,0.005,21.2,53,1484,210,1,6,1587,4,1,0.6,19,19,1
525,29.75,28.82,0.005,24.1,53,1119,263,0,7,1546,7,1,0.4,19,21,0
281,22.22,27.95,0.002,22.1,60,1457,169,0,7,1568,7,1,0.7,20,23,0
1,29.73,25.35,0.003,25.0,54,1176,247,0,1,1503,3,3,0.5,19,24,1
901,26.92,22.92,0.004,23.3,43,1000,157,0,4,1540,8,4,0.5,19,19,0
699,27.87,24.92,0.009,22.7,49,1395,243,1,6,1407,3,1,0.7,18,24,1
138,23.86,25.51,0.003,22.9,40,1490,243,0,2,1553,6,5,0.6,19,24,1
785,23.17,23.55,0.002,21.7,58,1277,292,0,6,1422,6,1,0.5,24,23,1
32,21.17,29.41,0.007,21.9,44,1361,186,0,4,1559,3,3,0.4,19,20,0
821,21.33,20.17,0.002,24.9,56,1059,262,1,5,1460,4,2,0.5,19,21,1
171,24.32,29.08,0.008,22.6,57,1031,155,1,10,1577,6,5,0.6,18,23,1
242,23.56,20.76,0.002,21.9,41,1268,256,1,5,1482,3,1,0.6,21,20,1
319,29.94,25.12,0.008,23.2,59,1201,196,1,6,1590,4,1,0.4,24,21,0
740,22.75,24.28,0.009,20.4,40,1033,122,1,7,1600,3,1,0.6,24,23,0
867,27.0,29.51,0.006,22.5,46,1276,226,1,5,1564,8,4,0.5,23,23,1
424,22.49,25.82,0.008,21.7,42,1285,164,0,6,1569,3,5,0.6,18,24,0
532,20.54,20.85,0.004,23.7,51,1261,228,1,9,1432,6,4,0.5,21,21,1
87,28.59,29.85,0.01,23.3,47,1499,287,0,7,1439,4,5,0.6,22,23,0
264,29.24,29.34,0.001,24.6,47,1093,235,1,6,1453,7,1,0.6,19,24,1
312,20.57,25.59,0.005,21.6,53,1310,264,1,1,1430,7,4,0.5,23,22,0
146,26.3,27.47,0.006,24.7,55,1171,151,1,2,1595,8,1,0.5,22,19,0
53,26.84,24.46,0.001,22.6,44,1265,279,1,9,1553,5,3,0.6,20,24,1
739,27.84,25.84,0.003,21.9,48,1265,130,1,7,1549,4,4,0.7,23,21,1
602,22.05,20.54,0.007,24.8,51,1364,258,0,2,1515,4,3,0.4,20,24,0
772,25.81,28.64,0.004,20.5,59,1165,182,0,2,1485,7,3,0.5,22,22,0
186,26.58,24.35,0.004,24.0,43,1052,200,0,3,1512,4,2,0.6,19,23,0
125,24.29,28.1,0.005,21.4,50,1053,146,1,9,1547,7,3,0.7,20,23,0
658,21.23,28.03,0.005,23.2,51,1246,254,0,10,1484,3,2,0.7,19,23,0
544,24.4,27.62,0.005,23.4,43,1008,131,0,7,1481,8,3,0.6,20,18,0
454,22.67,29.29,0.007,24.5,54,1304,266,0,8,1550,6,2,0.5,22,24,1
383,21.07,21.47,0.01,23.6,49,1138,144,1,9,1498,5,5,0.5,24,20,1
642,25.96,27.67,0.008,24.6,43,1475,262,0,6,1514,8,2,0.6,23,21,1
384,25.69,28.37,0.004,23.3,40,1312,237,1,4,1543,4,2,0.7,21,20,1
419,24.26,24.82,0.008,22.0,57,1195,240,0,5,1422,6,2,0.6,21,24,0
296,20.88,26.18,0.01,23.9,42,1192,159,0,2,1400,3,1,0.6,24,21,0
226,24.62,25.62,0.002,23.2,52,1195,222,1,9,1548,8,3,0.6,18,19,1
439,23.15,25.96,0.008,22.7,47,1099,167,1,8,1592,4,1,0.6,20,22,1
935,27.38,25.19,0.007,22.5,60,1454,281,0,4,1476,6,5,0.6,20,18,0
933,23.57,22.07,0.002,20.9,53,1417,118,1,2,1536,8,4,0.6,21,23,0
857,26.17,28.43,0.009,20.8,49,1099,134,1,3,1456,3,1,0.6,24,18,1
674,21.93,23.73,0.008,21.6,46,1157,132,1,8,1512,7,5,0.6,19,23,1
926,25.68,24.53,0.005,20.5,43,1380,243,1,5,1427,8,1,0.6,23,23,1
739,21.62,23.51,0.002,20.4,47,1281,157,0,9,1491,6,2,0.4,23,24,0
778,25.59,24.71,0.002,23.4,49,1115,266,0,7,1543,6,3,0.4,19,19,0
429,20.03,28.49,0.008,23.3,42,1277,166,0,3,1466,6,3,0.5,22,20,1
209,26.74,27.07,0.002,21.0,57,1255,185,1,1,1434,7,3,0.4,22,22,1
709,29.15,22.47,0.001,25.0,53,1389,285,0,8,1560,6,3,0.7,22,23,0
941,26.24,25.92,0.003,22.9,57,1331,151,1,6,1517,4,3,0.5,22,21,0
911,25.91,22.03,0.002,22.9,53,1182,271,1,7,1488,8,2,0.5,21,21,0
784,21.74,26.4,0.007,22.8,40,1090,120,0,9,1561,5,5,0.6,20,23,1
16,27.51,29.88,0.008,24.4,47,1171,276,1,10,1428,8,1,0.5,19,22,1
644,22.7,24.49,0.005,23.5,53,1492,203,0,7,1533,6,5,0.6,22,22,1
367,26.62,24.46,0.004,22.2,53,1484,235,1,5,1572,6,2,0.6,22,21,1
884,20.9,29.09,0.008,20.1,45,1274,167,0,9,1437,5,5,0.6,19,18,0
370,26.04,24.51,0.005,20.1,48,1051,210,1,7,1553,4,1,0.6,22,21,1
521,26.2,21.78,0.007,20.7,48,1155,131,0,7,1508,3,1,0.5,18,21,0
332,20.0,24.38,0.007,23.9,42,1429,180,1,2,1497,3,4,0.5,19,20,0
91,27.89,29.83,0.001,24.9,55,1380,257,1,5,1404,3,4,0.5,19,19,0
834,27.03,24.82,0.008,20.0,51,1131,127,0,9,1558,7,4,0.6,18,19,0
743,22.28,29.61,0.007,22.7,60,1352,299,0,1,1560,5,5,0.4,18,22,1
516,26.74,28.63,0.009,24.9,49,1208,109,0,1,1528,5,2,0.6,19,20,0
244,27.83,29.38,0.008,23.8,47,1220,246,0,9,1521,7,3,0.6,19,23,0
510,28.87,24.39,0.002,22.1,45,1086,101,0,8,1564,4,3,0.7,21,21,0
343,29.88,28.75,0.004,22.1,40,1480,128,1,2,1426,8,5,0.7,23,21,1
846,29.73,26.21,0.009,21.2,53,1003,140,0,6,1596,5,3,0.6,23,20,1
902,28.75,25.6,0.002,23.7,45,1068,260,1,7,1419,6,3,0.4,23,20,0
295,27.52,28.79,0.008,21.5,43,1143,228,0,6,1596,4,1,0.6,24,22,1
640,25.5,22.58,0.008,23.9,59,1333,121,1,9,1419,6,1,0.7,23,24,0
917,29.71,20.78,0.009,24.2,40,1442,111,0,5,1491,8,3,0.5,23,24,0
524,21.33,28.06,0.003,23.4,49,1473,196,1,6,1589,7,4,0.4,18,18,0
639,29.7,25.84,0.009,24.5,43,1356,251,0,7,1411,8,4,0.6,22,21,0
755,26.49,25.38,0.003,20.5,51,1112,212,0,7,1561,8,1,0.5,24,22,1
133,26.07,25.48,0.002,22.1,48,1041,238,0,4,1402,5,1,0.7,23,20,0
631,21.22,26.25,0.005,20.5,51,1389,157,1,4,1420,6,4,0.6,24,24,1
755,25.25,29.38,0.006,25.0,45,1146,108,0,3,1535,3,3,0.6,20,18,0
684,23.04,24.05,0.002,22.2,50,1496,236,0,10,1536,3,3,0.5,24,24,0
532,26.39,22.15,0.007,21.7,41,1270,154,1,10,1552,5,2,0.5,23,22,0
89,27.96,24.33,0.006,23.4,50,1058,259,1,1,1479,5,3,0.6,18,24,0
674,23.38,21.71,0.008,24.8,52,1294,254,1,2,1549,8,3,0.6,19,20,0
110,23.15,27.71,0.01,23.7,60,1467,137,1,3,1588,4,1,0.6,19,21,0
274,28.14,29.51,0.007,24.7,43,1422,215,0,4,1477,3,3,0.4,21,21,0
848,25.7,27.04,0.005,21.9,51,1206,287,0,7,1469,4,4,0.6,20,18,1
127,27.43,22.88,0.003,20.3,59,1197,182,0,1,1405,8,4,0.5,24,23,1
604,27.64,26.67,0.005,23.7,60,1032,199,1,6,1559,5,2,0.5,23,18,1
843,20.73,21.78,0.003,20.9,47,1019,202,0,8,1501,4,4,0.5,20,19,0
700,23.44,29.43,0.003,22.0,51,1399,192,0,6,1596,5,5,0.4,24,21,1
860,24.75,24.62,0.005,20.2,57,1479,283,0,10,1566,3,2,0.6,19,24,0
609,21.78,23.93,0.003,23.8,60,1226,163,0,6,1404,3,4,0.5,22,19,0
535,28.27,28.11,0.01,21.9,45,1282,148,1,6,1425,5,2,0.5,20,18,0
819,24.05,29.62,0.004,24.1,49,1027,244,0,10,1552,5,5,0.5,23,20,1
312,25.04,28.31,0.009,24.3,45,1129,136,1,1,1521,3,1,0.6,20,24,1
369,21.97,20.1,0.006,22.4,47,1333,254,0,10,1526,3,1,0.5,21,18,0
647,21.54,27.76,0.008,21.1,57,1109,247,0,7,1562,8,1,0.5,20,19,0
791,24.5,27.3,0.008,23.3,49,1337,281,0,3,1413,4,4,0.5,19,19,0
202,26.73,20.01,0.003,21.9,52,1135,141,0,4,1434,3,3,0.5,21,18,1
87,21.35,25.57,0.007,24.5,57,1271,230,0,4,1562,5,4,0.6,22,19,0
907,28.63,25.09,0.006,23.7,58,1113,292,1,6,1552,8,4,0.6,20,20,0
719,29.84,21.74,0.006,21.6,42,1479,259,1,4,1530,8,3,0.7,21,23,0
730,22.58,21.73,0.004,22.1,47,1232,289,0,7,1431,7,3,0.6,22,20,1
403,27.37,21.5,0.009,23.5,57,1140,226,0,5,1503,3,1,0.6,21,21,1
972,24.58,28.25,0.007,24.3,58,1078,250,0,8,1412,7,4,0.6,24,21,1
508,21.31,24.74,0.002,23.4,45,1117,103,1,7,1472,6,2,0.5,22,22,0
403,28.39,27.62,0.002,23.0,43,1234,293,0,5,1490,7,1,0.5,19,22,0
819,23.62,22.21,0.003,21.1,46,1175,112,1,8,1526,8,5,0.5,24,22,0
72,25.77,22.49,0.007,23.4,56,1289,227,1,6,1518,5,1,0.5,21,19,0
775,27.74,27.88,0.001,22.4,48,1206,129,0,8,1558,6,3,0.6,24,22,0
408,20.03,29.9,0.009,24.1,55,1398,109,1,8,1509,4,2,0.6,19,18,0
82,23.64,28.72,0.005,20.0,55,1149,145,0,4,1594,6,5,0.5,19,18,1
829,23.71,27.8,0.004,22.7,41,1151,159,1,3,1407,6,2,0.4,23,24,1
958,24.78,24.58,0.004,24.9,58,1408,298,1,2,1590,7,2,0.6,24,18,1
354,21.5,24.95,0.004,24.7,51,1252,221,1,7,1588,3,2,0.6,20,19,1
966,20.64,27.43,0.008,21.0,47,1216,236,0,5,1566,6,3,0.5,23,19,1
597,29.22,26.18,0.002,23.1,47,1016,254,0,9,1440,4,2,0.7,23,20,0
283,22.16,21.8,0.005,21.9,56,1127,133,0,1,1577,3,2,0.4,19,20,1
105,23.91,29.88,0.005,21.6,49,1004,128,0,9,1502,8,4,0.6,21,18,0
784,21.69,20.56,0.006,24.2,46,1013,203,0,1,1496,7,5,0.6,24,20,1
320,29.8,22.55,0.006,20.6,42,1242,256,0,5,1552,5,5,0.5,18,22,0
59,28.72,23.02,0.004,21.3,44,1120,208,1,7,1445,6,1,0.5,23,22,1
251,22.95,21.98,0.008,20.0,55,1465,109,1,7,1414,7,1,0.5,23,23,0
42,27.9,25.11,0.004,24.5,46,1223,202,0,2,1531,3,5,0.5,19,23,1
450,21.1,28.5,0.008,23.8,56,1414,201,1,5,1405,3,2,0.6,24,20,1
14,26.54,24.01,0.008,20.8,52,1421,218,0,5,1463,4,3,0.7,24,20,1
919,26.97,21.84,0.008,21.3,48,1146,285,0,6,1418,4,1,0.7,22,22,0
832,24.63,20.85,0.006,24.7,40,1015,291,0,7,1515,8,3,0.7,20,18,1
885,28.71,21.67,0.003,20.2,60,1106,244,0,1,1454,8,3,0.6,23,23,1
749,21.49,22.09,0.006,21.3,54,1204,125,0,4,1529,4,1,0.6,18,18,0
372,20.0,23.71,0.007,22.7,56,1257,231,1,3,1500,7,4,0.5,21,18,1
606,28.04,28.52,0.007,22.9,59,1052,290,1,8,1550,7,2,0.5,20,19,1
235,29.98,25.98,0.008,20.7,58,1093,286,0,2,1456,3,4,0.6,19,21,1
312,27.91,21.55,0.005,20.4,48,1138,187,0,9,1450,6,4,0.5,21,21,0
951,21.37,28.53,0.003,23.8,57,1488,144,0,6,1421,6,4,0.6,20,22,0
169,24.96,23.81,0.004,20.5,41,1074,248,0,7,1532,7,3,0.4,19,21,0
115,26.71,22.47,0.005,24.5,42,1173,248,1,6,1574,6,5,0.5,22,21,0
346,28.1,24.29,0.004,23.5,45,1334,180,0,10,1454,8,1,0.5,19,22,0
882,27.05,20.0,0.007,24.4,58,1472,218,1,7,1506,3,3,0.5,20,19,0
630,24.13,21.28,0.006,22.5,53,1066,259,1,9,1585,4,1,0.6,23,18,0
791,26.39,21.85,0.001,24.4,59,1420,295,1,3,1438,8,5,0.4,24,19,0
738,22.96,26.77,0.009,24.3,57,1016,254,1,5,1420,4,3,0.5,24,24,0
362,29.25,25.6,0.002,21.8,56,1139,132,0,3,1418,6,4,0.5,23,21,0
650,26.87,21.79,0.006,24.1,46,1416,225,0,4,1575,8,3,0.5,22,19,0
543,21.32,29.64,0.01,22.7,44,1259,230,0,5,1525,8,4,0.5,23,24,0
30,21.36,27.93,0.003,24.1,41,1071,292,1,4,1542,4,2,0.6,19,24,0
915,25.79,29.14,0.009,24.5,43,1475,174,1,6,1511,6,4,0.5,18,18,0
942,23.87,25.8,0.004,20.0,50,1161,109,1,1,1478,3,5,0.7,24,20,0
123,29.43,25.99,0.005,23.1,47,1398,244,0,7,1423,7,4,0.5,22,24,1
357,20.31,26.08,0.008,21.9,60,1120,193,1,8,1554,7,1,0.5,21,20,1
855,24.81,27.58,0.008,23.8,55,1217,101,0,10,1511,6,2,0.7,18,22,1
642,29.24,20.02,0.004,20.5,60,1179,159,1,8,1531,6,3,0.5,22,23,1
712,25.23,21.59,0.008,20.8,59,1224,202,1,2,1518,5,3,0.5,19,24,1
863,24.09,20.33,0.006,23.3,44,1110,129,0,7,1471,4,5,0.7,20,24,0
512,25.19,26.2,0.004,22.5,51,1406,267,1,10,1436,4,2,0.4,23,23,0
430,24.67,27.02,0.002,23.5,60,1121,275,0,7,1497,8,3,0.7,22,19,0
191,22.21,24.46,0.007,22.1,42,1326,237,1,3,1591,4,4,0.4,21,19,0
177,21.95,28.45,0.001,21.9,50,1314,213,1,8,1513,3,1,0.7,24,22,1
558,27.19,24.72,0.008,21.4,45,1008,224,0,3,1452,7,3,0.5,19,21,1
395,22.58,29.12,0.003,22.9,46,1084,210,1,1,1484,8,3,0.5,19,22,1
560,27.06,28.07,0.008,24.0,55,1432,105,1,6,1423,5,5,0.5,18,20,1
139,23.96,24.21,0.006,24.0,47,1119,278,1,4,1443,7,4,0.4,22,20,0
532,25.95,28.01,0.005,24.8,53,1152,248,0,10,1574,7,5,0.5,20,22,0
238,29.65,23.51,0.007,21.4,45,1298,248,0,1,1424,6,3,0.7,20,18,1
490,25.32,24.36,0.003,21.7,54,1083,227,0,4,1416,5,4,0.4,20,22,0
511,26.54,21.31,0.006,20.3,56,1288,108,1,9,1555,5,3,0.6,21,21,1
1000,24.58,26.22,0.008,22.3,50,1430,184,0,7,1447,3,4,0.5,21,24,1
814,24.39,29.42,0.004,22.3,47,1187,299,1,10,1535,6,4,0.5,24,24,0
131,20.09,20.11,0.007,21.5,50,1058,282,1,3,1527,4,2,0.4,21,18,0
27,20.26,23.9,0.007,23.4,53,1286,261,0,4,1460,3,4,0.4,24,22,1
587,21.55,21.95,0.004,20.1,44,1059,140,0,9,1528,7,4,0.5,19,22,0
459,25.0,24.85,0.009,23.0,47,1413,127,0,2,1590,8,1,0.4,18,24,0
563,26.04,27.38,0.003,23.3,46,1277,116,1,6,1419,8,5,0.7,23,19,0
229,20.55,23.55,0.003,21.2,54,1112,133,0,4,1483,8,2,0.6,19,24,1
8,21.79,25.4,0.001,21.5,49,1448,289,0,6,1428,7,5,0.4,19,21,0
606,23.75,23.09,0.002,22.4,55,1325,200,0,3,1578,4,3,0.7,21,24,0
165,23.91,22.21,0.006,22.0,58,1474,102,1,10,1415,8,4,0.6,24,23,1
234,20.54,26.23,0.005,21.5,54,1337,106,0,5,1405,8,3,0.6,23,20,0
9,25.04,28.74,0.002,24.3,44,1424,289,1,5,1456,5,5,0.5,19,21,1
455,28.94,26.72,0.003,21.4,58,1054,205,1,9,1553,3,4,0.7,23,20,0
330,21.53,21.94,0.009,20.9,46,1315,193,0,4,1593,6,4,0.5,23,18,0
347,23.76,29.37,0.01,21.2,53,1405,187,1,9,1574,7,4,0.6,21,23,0
119,23.87,25.34,0.01,24.1,45,1221,140,0,8,1426,3,1,0.5,23,24,1
38,20.74,28.47,0.004,24.3,42,1389,271,1,4,1518,6,2,0.4,20,21,1
699,23.69,26.93,0.002,22.7,42,1021,132,0,6,1444,6,2,0.5,18,23,1
961,21.86,28.27,0.002,22.1,59,1068,249,1,1,1578,7,1,0.7,21,23,1
596,23.84,22.31,0.006,21.0,58,1157,159,1,4,1472,8,5,0.4,21,24,1
670,21.69,28.22,0.009,22.5,50,1154,278,1,10,1563,8,3,0.7,23,19,1
126,28.76,24.66,0.007,20.9,56,1121,143,0,9,1404,7,2,0.4,22,21,1
558,20.46,28.0,0.007,22.3,55,1456,192,1,10,1476,5,1,0.7,19,23,0
762,24.95,21.0,0.001,23.8,55,1144,124,0,4,1477,7,3,0.6,18,23,0
652,28.58,23.32,0.008,21.7,58,1004,211,1,8,1446,3,3,0.4,19,19,1
1,22.02,25.41,0.007,23.0,40,1321,184,0,5,1508,7,3,0.6,18,24,0
778,27.73,21.54,0.006,24.4,41,1073,213,0,3,1416,6,2,0.7,23,23,1
360,22.58,29.45,0.004,21.0,52,1291,281,1,6,1437,6,1,0.6,19,21,0
71,22.25,25.83,0.009,23.4,43,1080,244,1,5,1487,4,4,0.5,18,24,0
527,21.32,21.44,0.003,22.2,47,1051,248,1,9,1572,3,2,0.6,19,19,1
48,27.98,26.99,0.009,24.2,40,1130,246,1,1,1574,8,5,0.5,23,22,1
238,29.33,27.32,0.003,22.4,44,1287,105,1,6,1486,3,2,0.4,24,23,1
761,26.47,27.42,0.008,21.8,46,1265,245,0,5,1549,5,1,0.7,21,20,0
959,25.03,20.5,0.005,23.6,42,1450,178,0,9,1423,5,4,0.4,21,22,1
549,29.9,29.47,0.006,22.8,55,1130,254,0,1,1411,7,4,0.7,19,21,1
898,28.09,28.69,0.004,23.9,50,1484,168,1,9,1411,7,4,0.5,21,24,1
779,28.45,29.32,0.009,20.5,51,1427,117,1,1,1424,4,1,0.6,21,22,1
721,27.0,25.02,0.004,24.0,52,1306,248,0,8,1445,5,2,0.5,21,21,1
673,25.68,29.93,0.008,23.0,45,1021,223,0,8,1409,5,4,0.6,20,22,1
176,20.35,27.63,0.002,23.9,42,1045,143,0,9,1460,5,4,0.7,21,24,1
383,23.12,24.38,0.003,22.4,42,1171,102,0,1,1490,5,5,0.7,24,18,0
973,24.39,23.34,0.001,23.4,59,1049,209,0,6,1434,6,1,0.4,19,22,1
162,28.15,25.2,0.007,22.4,60,1158,234,0,2,1456,8,3,0.5,20,20,0
239,22.41,28.9,0.002,23.9,51,1146,224,1,2,1451,7,5,0.7,21,19,1
667,22.18,26.91,0.007,22.6,59,1273,134,0,6,1577,6,4,0.7,19,23,0
103,28.29,24.8,0.004,22.3,40,1143,185,0,8,1533,4,4,0.4,18,24,1
523,26.75,29.76,0.002,22.8,45,1420,187,1,9,1557,7,5,0.7,22,23,0
984,28.36,23.03,0.006,22.1,46,1008,249,0,10,1429,5,4,0.6,19,23,0
335,25.58,29.41,0.008,24.3,40,1459,194,0,1,1487,6,3,0.7,24,22,0
678,21.04,25.5,0.003,23.2,44,1322,208,1,5,1549,7,5,0.5,18,21,1
373,20.45,25.59,0.009,23.1,45,1001,165,0,7,1553,4,4,0.5,21,18,0
762,22.78,29.82,0.006,23.8,60,1457,241,0,9,1486,5,3,0.6,19,19,0
3,28.57,25.42,0.008,23.8,49,1317,134,0,10,1477,5,2,0.7,22,21,1
951,25.21,21.07,0.001,21.3,42,1439,127,1,2,1419,6,3,0.5,22,23,0
668,28.39,22.6,0.009,22.0,46,1206,235,0,5,1515,8,3,0.4,20,18,0
180,26.9,21.01,0.006,22.8,58,1330,229,1,5,1447,6,4,0.6,19,24,1
23,29.65,22.03,0.009,22.5,44,1140,282,0,9,1437,5,2,0.4,18,24,0
606,29.25,26.75,0.007,24.4,41,1261,277,0,6,1586,7,5,0.6,21,22,0
956,29.46,29.7,0.006,22.7,41,1316,269,1,4,1441,3,4,0.6,24,19,0
965,21.69,24.33,0.008,24.7,50,1481,189,0,10,1485,5,4,0.4,18,20,1
